0	164
1	278
1	266
1	347
2	244
2	439
2	133
3	338
3	485
3	195
4	329
4	354
4	97
4	89
4	43
4	82
4	154
4	72
5	253
5	36
5	292
6	278
6	291
7	182
7	118
8	30
8	319
9	411
10	424
10	335
10	481
10	357
11	299
11	336
12	133
12	223
13	345
13	23
13	117
14	26
14	474
14	338
15	413
15	267
16	477
16	285
16	233
16	376
17	447
17	145
17	427
18	398
18	345
18	126
18	20
18	187
18	180
18	499
18	372
18	74
18	188
19	207
19	164
19	53
19	293
19	222
20	202
21	229
21	222
21	303
22	36
22	175
23	205
23	450
24	408
24	492
24	471
24	319
25	74
25	226
25	210
25	356
26	406
26	445
27	319
27	109
27	48
27	396
28	342
28	213
28	67
29	473
29	219
29	72
30	416
30	182
30	113
30	264
30	243
31	144
31	338
31	332
31	366
32	475
32	36
32	287
33	99
33	240
34	155
34	80
34	422
34	94
35	212
36	123
36	350
36	247
36	38
36	450
37	182
38	179
39	133
40	330
40	238
41	130
42	275
42	378
42	124
43	274
44	388
44	49
45	149
45	176
46	360
46	320
47	145
47	199
48	95
49	277
49	53
50	141
50	445
51	281
52	317
52	456
52	400
53	255
53	408
53	182
53	254
53	236
53	349
53	373
53	64
53	430
54	456
55	408
56	59
57	184
57	68
57	71
57	158
58	312
59	202
59	209
59	370
60	295
60	250
61	86
61	448
61	130
61	322
61	398
61	100
61	116
62	297
62	208
63	444
63	187
64	175
64	139
64	449
65	361
65	81
66	454
68	426
68	485
68	417
68	256
69	108
69	460
69	252
70	184
70	107
71	478
71	78
72	361
72	461
72	261
72	154
72	283
73	301
73	372
74	469
75	177
76	335
76	269
76	391
77	357
78	86
79	87
79	479
79	289
79	114
80	166
80	350
80	400
82	475
82	259
83	315
84	422
84	267
85	165
86	477
86	300
86	91
86	491
86	136
86	125
86	257
86	486
88	334
88	289
88	190
88	260
89	189
89	172
89	401
90	497
90	93
91	287
92	231
92	153
93	404
93	231
93	390
94	94
94	425
94	127
95	276
96	265
97	494
97	400
98	267
98	206
98	454
98	309
98	439
99	204
99	344
100	263
100	304
101	374
101	349
102	341
103	323
103	453
103	203
103	451
104	412
105	261
105	387
106	405
107	107
107	417
107	319
107	204
107	411
107	166
108	164
108	120
109	475
109	330
109	392
109	157
110	245
111	135
112	382
113	188
115	250
116	127
116	318
116	337
117	301
117	490
118	320
118	409
118	215
119	393
119	185
120	222
121	263
122	130
123	455
124	248
125	270
125	187
126	342
127	259
127	419
127	415
128	416
128	419
128	468
129	407
129	489
129	250
130	138
130	291
130	319
130	354
130	175
131	354
132	343
134	398
135	291
135	251
135	288
136	194
136	151
136	295
136	169
137	182
137	391
137	366
137	442
137	389
139	139
140	476
140	271
141	371
141	255
142	307
142	187
142	445
143	397
144	189
144	348
145	235
145	164
146	162
147	247
148	148
148	464
150	354
151	242
152	342
153	364
154	338
154	201
155	198
155	177
155	308
156	463
156	311
156	400
157	479
157	449
157	335
158	232
159	414
160	230
161	404
161	164
161	356
162	342
163	483
164	429
164	323
164	268
164	310
164	276
164	289
165	365
165	300
166	172
166	394
167	453
167	436
168	449
168	339
168	241
170	269
170	204
171	212
172	180
172	330
172	338
173	408
174	296
174	373
174	360
174	206
175	387
175	215
175	398
175	244
175	331
175	361
176	226
177	246
177	206
177	490
177	447
178	360
181	327
181	298
182	346
183	289
183	429
183	271
184	343
184	345
185	420
186	373
187	466
187	410
187	350
188	384
190	222
191	285
191	239
192	444
192	218
193	488
195	428
196	462
197	367
200	406
201	346
203	311
204	409
205	260
205	419
206	410
206	373
207	224
208	488
208	271
209	419
211	211
212	267
213	363
213	221
214	359
214	258
216	289
216	373
217	317
219	264
220	291
222	482
222	444
222	457
222	463
225	310
227	305
228	352
228	393
229	301
229	490
230	428
231	326
233	448
233	351
233	371
234	308
234	486
237	399
237	400
238	421
239	386
239	425
239	328
242	285
245	356
246	377
246	251
246	353
247	291
247	369
248	267
248	343
248	388
248	440
249	419
250	466
251	382
251	419
252	438
252	409
257	306
257	343
260	427
261	291
262	483
262	356
263	380
263	431
263	316
263	285
265	297
265	389
265	355
265	329
265	399
265	393
266	317
267	291
267	293
267	321
267	340
267	382
268	310
268	499
268	400
270	423
270	293
271	418
272	291
273	391
275	384
276	418
277	435
278	347
278	478
279	387
279	407
279	465
280	486
280	358
280	298
282	323
283	300
283	309
284	352
285	350
285	403
285	383
285	287
286	475
287	454
287	309
288	289
288	293
289	334
289	467
289	356
290	496
290	472
290	343
290	301
291	452
291	480
291	472
292	485
293	314
293	404
293	437
293	302
293	474
294	433
294	342
294	368
295	416
297	335
298	342
298	459
301	338
302	411
305	316
305	311
310	452
310	360
313	492
314	449
316	338
318	461
319	340
319	499
319	363
319	448
321	370
322	470
324	399
324	444
324	498
324	484
325	419
326	331
332	446
332	367
333	444
333	407
334	432
337	459
338	346
338	435
338	342
342	358
343	356
343	366
346	481
353	421
355	372
356	356
356	461
356	418
357	460
362	384
363	381
365	397
365	374
366	372
367	423
367	491
367	400
369	462
370	499
372	481
375	495
379	400
380	411
380	394
384	462
385	421
386	407
386	439
392	476
394	457
395	445
396	434
400	460
400	497
402	425
402	499
403	458
404	405
412	435
419	428
419	481
419	440
421	493
424	495
426	426
429	475
436	476
436	488
439	469
440	499
441	482
443	446
445	491
466	487
486	486
0	164
1	278
1	266
1	347
2	244
2	439
2	133
3	338
3	485
3	195
4	329
4	354
4	97
4	89
4	43
4	82
4	154
4	72
5	253
5	36
5	292
6	278
6	291
7	182
7	118
8	30
8	319
9	411
10	424
10	335
10	481
10	357
11	299
11	336
12	133
12	223
13	345
13	23
13	117
14	26
14	474
14	338
15	413
15	267
16	477
16	285
16	233
16	376
17	447
17	145
17	427
18	398
18	345
18	126
18	20
18	187
18	180
18	499
18	372
18	74
18	188
19	207
19	164
19	53
19	293
19	222
20	202
21	229
21	222
21	303
22	36
22	175
23	205
23	450
24	408
24	492
24	471
24	319
25	74
25	226
25	210
25	356
26	406
26	445
27	319
27	109
27	48
27	396
28	342
28	213
28	67
29	473
29	219
29	72
30	416
30	182
30	113
30	264
30	243
31	144
31	338
31	332
31	366
32	475
32	36
32	287
33	99
33	240
34	155
34	80
34	422
34	94
35	212
36	123
36	350
36	247
36	38
36	450
37	182
38	179
39	133
40	330
40	238
41	130
42	275
42	378
42	124
43	274
44	388
44	49
45	149
45	176
46	360
46	320
47	145
47	199
48	95
49	277
49	53
50	141
50	445
51	281
52	317
52	456
52	400
53	255
53	408
53	182
53	254
53	236
53	349
53	373
53	64
53	430
54	456
55	408
56	59
57	184
57	68
57	71
57	158
58	312
59	202
59	209
59	370
60	295
60	250
61	86
61	448
61	130
61	322
61	398
61	100
61	116
62	297
62	208
63	444
63	187
64	175
64	139
64	449
65	361
65	81
66	454
68	426
68	485
68	417
68	256
69	108
69	460
69	252
70	184
70	107
71	478
71	78
72	361
72	461
72	261
72	154
72	283
73	301
73	372
74	469
75	177
76	335
76	269
76	391
77	357
78	86
79	87
79	479
79	289
79	114
80	166
80	350
80	400
82	475
82	259
83	315
84	422
84	267
85	165
86	477
86	300
86	91
86	491
86	136
86	125
86	257
86	486
88	334
88	289
88	190
88	260
89	189
89	172
89	401
90	497
90	93
91	287
92	231
92	153
93	404
93	231
93	390
94	94
94	425
94	127
95	276
96	265
97	494
97	400
98	267
98	206
98	454
98	309
98	439
99	204
99	344
100	263
100	304
101	374
101	349
102	341
103	323
103	453
103	203
103	451
104	412
105	261
105	387
106	405
107	107
107	417
107	319
107	204
107	411
107	166
108	164
108	120
109	475
109	330
109	392
109	157
110	245
111	135
112	382
113	188
115	250
116	127
116	318
116	337
117	301
117	490
118	320
118	409
118	215
119	393
119	185
120	222
121	263
122	130
123	455
124	248
125	270
125	187
126	342
127	259
127	419
127	415
128	416
128	419
128	468
129	407
129	489
129	250
130	138
130	291
130	319
130	354
130	175
131	354
132	343
134	398
135	291
135	251
135	288
136	194
136	151
136	295
136	169
137	182
137	391
137	366
137	442
137	389
139	139
140	476
140	271
141	371
141	255
142	307
142	187
142	445
143	397
144	189
144	348
145	235
145	164
146	162
147	247
148	148
148	464
150	354
151	242
152	342
153	364
154	338
154	201
155	198
155	177
155	308
156	463
156	311
156	400
157	479
157	449
157	335
158	232
159	414
160	230
161	404
161	164
161	356
162	342
163	483
164	429
164	323
164	268
164	310
164	276
164	289
165	365
165	300
166	172
166	394
167	453
167	436
168	449
168	339
168	241
170	269
170	204
171	212
172	180
172	330
172	338
173	408
174	296
174	373
174	360
174	206
175	387
175	215
175	398
175	244
175	331
175	361
176	226
177	246
177	206
177	490
177	447
178	360
181	327
181	298
182	346
183	289
183	429
183	271
184	343
184	345
185	420
186	373
187	466
187	410
187	350
188	384
190	222
191	285
191	239
192	444
192	218
193	488
195	428
196	462
197	367
200	406
201	346
203	311
204	409
205	260
205	419
206	410
206	373
207	224
208	488
208	271
209	419
211	211
212	267
213	363
213	221
214	359
214	258
216	289
216	373
217	317
219	264
220	291
222	482
222	444
222	457
222	463
225	310
227	305
228	352
228	393
229	301
229	490
230	428
231	326
233	448
233	351
233	371
234	308
234	486
237	399
237	400
238	421
239	386
239	425
239	328
242	285
245	356
246	377
246	251
246	353
247	291
247	369
248	267
248	343
248	388
248	440
249	419
250	466
251	382
251	419
252	438
252	409
257	306
257	343
260	427
261	291
262	483
262	356
263	380
263	431
263	316
263	285
265	297
265	389
265	355
265	329
265	399
265	393
266	317
267	291
267	293
267	321
267	340
267	382
268	310
268	499
268	400
270	423
