0,155
1,347
1,142
2,263
2,16
2,380
2,285
3,344
3,126
3,20
4,29
4,437
4,102
4,111
4,372
4,72
4,297
4,68
4,246
5,6
5,480
5,425
6,319
7,341
8,368
8,373
8,378
9,338
10,494
10,424
10,122
10,10
10,187
10,252
11,36
12,155
12,387
12,428
13,15
13,486
13,92
13,278
13,222
14,357
14,294
14,27
15,126
15,222
15,355
15,363
16,85
16,482
17,25
17,93
17,397
18,18
18,481
18,119
18,227
18,486
18,222
18,258
18,482
19,137
19,30
19,53
20,222
20,345
21,495
21,187
22,217
22,356
23,221
23,434
23,439
24,492
24,34
24,496
26,264
26,55
27,316
27,172
27,329
27,338
28,153
28,208
28,476
29,152
30,386
30,407
30,145
31,61
32,161
32,53
33,124
33,127
33,58
33,366
34,360
34,483
35,289
35,419
36,275
36,108
36,39
36,36
37,402
37,454
38,456
38,175
38,248
40,405
40,233
41,403
42,231
42,367
43,169
43,225
44,400
44,304
44,433
44,107
45,273
45,118
46,428
46,156
47,144
47,182
47,53
48,203
49,439
49,272
49,191
50,282
51,204
52,410
53,164
53,429
53,145
53,413
53,255
53,299
54,447
54,202
56,93
57,438
58,116
59,59
59,199
59,458
60,397
61,419
61,116
61,61
61,444
61,375
62,62
62,64
63,464
64,101
64,157
65,402
65,346
66,438
67,307
67,337
68,438
68,306
68,192
68,72
69,366
69,332
70,400
71,466
71,71
72,192
72,437
72,111
72,246
72,453
73,444
74,187
74,494
75,473
75,213
75,246
76,445
76,76
77,394
78,174
78,81
78,86
79,113
79,87
79,316
79,342
80,166
80,390
80,146
82,139
82,94
83,291
83,303
83,459
83,107
84,151
84,289
84,211
86,197
86,159
86,262
86,286
86,184
86,103
86,230
86,195
87,404
88,397
89,301
90,224
90,254
90,497
91,430
91,103
92,278
94,411
94,301
95,358
95,103
96,448
97,97
98,338
98,206
98,168
98,294
99,291
99,173
100,293
101,446
104,130
105,448
105,325
106,185
107,487
107,327
107,455
107,433
107,337
107,480
108,285
108,238
108,356
109,330
109,315
109,410
109,499
110,265
110,248
111,248
112,222
112,486
112,119
114,175
115,177
115,459
116,228
116,366
117,160
117,431
118,409
118,412
118,188
120,275
120,263
121,277
123,149
123,285
124,448
125,318
126,398
126,486
127,419
127,249
127,332
127,141
128,264
129,351
130,452
130,130
130,291
130,167
131,155
132,139
132,406
133,388
133,276
133,279
134,230
135,401
135,476
136,215
136,141
137,182
137,391
137,189
137,429
137,207
138,153
138,393
138,465
139,301
139,477
140,363
140,432
141,216
143,292
143,309
144,391
144,386
145,413
145,164
146,274
146,165
146,442
147,267
148,352
148,201
150,258
151,216
152,426
153,390
154,281
155,276
155,156
157,179
157,346
158,265
158,356
159,498
161,429
162,162
162,293
163,423
164,408
164,386
164,255
164,413
164,189
164,164
165,392
166,284
166,484
166,223
167,291
168,362
168,357
169,385
170,403
170,178
171,385
172,305
172,288
172,449
172,338
173,291
173,370
174,262
174,498
174,311
175,297
175,343
175,284
175,389
175,208
175,217
175,251
175,356
175,248
176,417
176,420
177,245
177,186
177,246
177,257
177,437
177,354
180,289
180,290
181,430
181,234
182,391
182,407
183,295
183,420
183,277
184,359
184,241
184,358
185,464
185,372
187,424
187,210
187,352
188,412
188,214
188,450
188,237
190,287
191,415
191,439
191,317
193,310
194,295
195,400
196,310
196,287
196,419
196,332
196,366
198,399
199,287
200,336
200,229
200,373
201,271
202,373
203,238
203,319
204,410
205,423
206,267
206,293
206,449
206,460
206,342
208,389
208,461
208,356
209,261
209,419
210,445
210,250
211,289
212,216
214,272
214,277
218,268
219,289
220,450
221,439
222,278
222,227
222,239
224,394
224,400
226,293
226,321
226,460
228,259
228,419
229,311
229,373
231,341
232,364
233,233
235,348
236,400
236,414
239,283
239,291
240,307
242,287
243,442
244,371
245,426
247,323
248,396
249,419
250,342
250,252
250,351
251,376
251,462
251,453
252,308
253,319
254,470
255,416
256,498
257,438
257,306
259,325
259,419
260,427
260,390
260,484
260,298
261,421
262,381
262,300
263,384
263,350
263,285
264,290
265,484
265,284
265,456
265,315
265,393
265,298
266,296
266,331
266,445
266,335
266,339
267,449
267,305
267,316
267,362
267,314
267,294
267,267
267,288
268,394
268,400
268,327
269,269
269,276
270,270
271,346
272,436
274,356
277,436
277,324
278,345
279,360
279,353
280,334
280,289
281,301
281,471
282,309
285,350
285,285
285,330
286,472
287,402
288,404
289,290
291,369
291,453
291,452
292,292
292,446
293,338
293,294
293,404
293,449
293,441
293,343
295,420
295,436
298,456
300,472
301,322
302,406
303,379
306,444
308,466
308,335
308,486
310,312
310,475
310,330
311,368
312,403
312,319
313,422
314,342
315,489
318,365
319,499
319,369
319,489
319,425
320,468
321,357
321,342
323,336
323,467
324,420
325,366
326,333
328,424
332,421
333,349
335,347
335,351
335,478
338,460
338,449
338,357
338,362
338,493
340,425
341,367
342,404
342,460
342,362
348,477
350,384
352,399
352,485
354,464
354,473
354,361
356,356
356,442
356,456
365,365
370,475
371,479
372,444
373,474
374,383
377,435
380,384
382,387
385,451
386,429
386,408
387,418
392,427
393,463
394,457
394,400
394,443
395,418
396,484
400,400
400,454
401,461
402,469
407,416
408,416
410,489
411,435
416,419
418,492
419,419
420,420
422,488
425,499
427,476
438,440
444,473
445,445
449,491
455,455
462,499
466,478
478,495
490,490
0,155
1,347
1,142
2,263
2,16
2,380
2,285
3,344
3,126
3,20
4,29
4,437
4,102
4,111
4,372
4,72
4,297
4,68
4,246
5,6
5,480
5,425
6,319
7,341
8,368
8,373
8,378
9,338
10,494
10,424
10,122
10,10
10,187
10,252
11,36
12,155
12,387
12,428
13,15
13,486
13,92
13,278
13,222
14,357
14,294
14,27
15,126
15,222
15,355
15,363
16,85
16,482
17,25
17,93
17,397
18,18
18,481
18,119
18,227
18,486
18,222
18,258
18,482
19,137
19,30
19,53
20,222
20,345
21,495
21,187
22,217
22,356
23,221
23,434
23,439
24,492
24,34
24,496
26,264
26,55
27,316
27,172
27,329
27,338
28,153
28,208
28,476
29,152
30,386
30,407
30,145
31,61
32,161
32,53
33,124
33,127
33,58
33,366
34,360
34,483
35,289
35,419
36,275
36,108
36,39
36,36
37,402
37,454
38,456
38,175
38,248
40,405
40,233
41,403
42,231
42,367
43,169
43,225
44,400
44,304
44,433
44,107
45,273
45,118
46,428
46,156
47,144
47,182
47,53
48,203
49,439
49,272
49,191
50,282
51,204
52,410
53,164
53,429
53,145
53,413
53,255
53,299
54,447
54,202
56,93
57,438
58,116
59,59
59,199
59,458
60,397
61,419
61,116
61,61
61,444
61,375
62,62
62,64
63,464
64,101
64,157
65,402
65,346
66,438
67,307
67,337
68,438
68,306
68,192
68,72
69,366
69,332
70,400
71,466
71,71
72,192
72,437
72,111
72,246
72,453
73,444
74,187
74,494
75,473
75,213
75,246
76,445
76,76
77,394
78,174
78,81
78,86
79,113
79,87
79,316
79,342
80,166
80,390
80,146
82,139
82,94
83,291
83,303
83,459
83,107
84,151
84,289
84,211
86,197
86,159
86,262
86,286
86,184
86,103
86,230
86,195
87,404
88,397
89,301
90,224
90,254
90,497
91,430
91,103
92,278
94,411
94,301
95,358
95,103
96,448
97,97
98,338
98,206
98,168
98,294
99,291
99,173
100,293
101,446
104,130
105,448
105,325
106,185
107,487
107,327
107,455
107,433
107,337
107,480
108,285
108,238
108,356
109,330
109,315
109,410
109,499
110,265
110,248
111,248
112,222
112,486
112,119
114,175
115,177
115,459
116,228
116,366
117,160
117,431
118,409
118,412
118,188
120,275
120,263
121,277
123,149
123,285
124,448
125,318
126,398
126,486
127,419
127,249
127,332
127,141
128,264
129,351
130,452
130,130
130,291
130,167
131,155
132,139
132,406
133,388
133,276
133,279
134,230
135,401
135,476
136,215
136,141
137,182
137,391
137,189
137,429
137,207
138,153
138,393
138,465
139,301
139,477
140,363
140,432
141,216
143,292
143,309
144,391
144,386
145,413
145,164
146,274
146,165
146,442
147,267
148,352
148,201
150,258
151,216
152,426
153,390
154,281
155,276
155,156
157,179
157,346
158,265
158,356
159,498
161,429
162,162
162,293
163,423
164,408
164,386
164,255
164,413
164,189
164,164
165,392
166,284
166,484
166,223
167,291
168,362
168,357
169,385
170,403
170,178
171,385
172,305
172,288
172,449
172,338
173,291
173,370
174,262
174,498
174,311
175,297
175,343
175,284
175,389
175,208
175,217
175,251
175,356
175,248
176,417
176,420
177,245
177,186
177,246
177,257
177,437
177,354
180,289
180,290
181,430
181,234
182,391
182,407
183,295
183,420
183,277
184,359
184,241
184,358
185,464
185,372
187,424
187,210
187,352
188,412
188,214
188,450
188,237
190,287
191,415
191,439
191,317
193,310
194,295
195,400
196,310
196,287
196,419
196,332
196,366
198,399
199,287
200,336
200,229
200,373
201,271
202,373
203,238
203,319
204,410
205,423
206,267
206,293
206,449
206,460
206,342
208,389
208,461
208,356
209,261
209,419
210,445
210,250
211,289
212,216
214,272
214,277
218,268
219,289
220,450
221,439
222,278
222,227
222,239
224,394
224,400
226,293
226,321
226,460
228,259
228,419
229,311
229,373
231,341
232,364
233,233
235,348
236,400
236,414
239,283
239,291
240,307
242,287
243,442
244,371
245,426
247,323
248,396
249,419
250,342
250,252
250,351
251,376
251,462
251,453
252,308
253,319
254,470
255,416
256,498
257,438
257,306
259,325
259,419
260,427
260,390
260,484
260,298
261,421
262,381
262,300
263,384
263,350
263,285
264,290
265,484
265,284
265,456
265,315
265,393
265,298
266,296
266,331
266,445
266,335
266,339
267,449
267,305
267,316
267,362
267,314
267,294
267,267
267,288
268,394
268,400
268,327
269,269
269,276
270,270
271,346
272,436
274,356
277,436
277,324
278,345
279,360
279,353
280,334
280,289
281,301
281,471
282,309
285,350
285,285
285,330
286,472
287,402
288,404
289,290
291,369
291,453
291,452
292,292
292,446
293,338
293,294
293,404
293,449
293,441
293,343
295,420
295,436
298,456
300,472
301,322
302,406
303,379
306,444
308,466
308,335
308,486
310,312
310,475
310,330
311,368
312,403
312,319
313,422
314,342
315,489
318,365
319,499
319,369
319,489
319,425
320,468
321,357
321,342
323,336
323,467
324,420
325,366
326,333
328,424
332,421
333,349
335,347
335,351
335,478
338,460
338,449
338,357
338,362
338,493
340,425
341,367
342,404
342,460
342,362
348,477
350,384
352,399
352,485
354,464
354,473
354,361
356,356
356,442
356,456
365,365
370,475
371,479
372,444
373,474
374,383
377,435
380,384
382,387
385,451
386,429
386,408
387,418
392,427
393,463
394,457
394,400
394,443
395,418
396,484
400,400
400,454
401,461
402,469
407,416
408,416
410,489
411,435
416,419
418,492
419,419
420,420
422,488
425,499
427,476
438,440
444,473
445,445
449,491
455,455
462,499
466,478
478,495
490,490
Source,Target
0,155
1,347
1,142
2,263
2,16
2,380
2,285
3,344
3,126
3,20
4,29
4,437
4,102
4,111
4,372
4,72
4,297
4,68
4,246
5,6
5,480
5,425
6,319
7,341
8,368
8,373
8,378
9,338
10,494
10,424
10,122
10,10
10,187
10,252
11,36
12,155
12,387
12,428
13,15
13,486
13,92
13,278
13,222
14,357
14,294
14,27
15,126
15,222
15,355
15,363
16,85
16,482
17,25
17,93
17,397
18,18
18,481
18,119
18,227
18,486
18,222
18,258
18,482
19,137
19,30
19,53
20,222
20,345
21,495
21,187
22,217
22,356
23,221
23,434
23,439
24,492
24,34
24,496
26,264
26,55
27,316
27,172
27,329
27,338
28,153
28,208
28,476
29,152
30,386
30,407
30,145
31,61
32,161
32,53
33,124
33,127
33,58
33,366
34,360
34,483
35,289
35,419
36,275
36,108
36,39
36,36
37,402
37,454
38,456
38,175
38,248
40,405
40,233
41,403
42,231
42,367
43,169
43,225
44,400
44,304
44,433
44,107
45,273
45,118
46,428
46,156
47,144
47,182
47,53
48,203
49,439
49,272
49,191
50,282
51,204
52,410
53,164
53,429
53,145
53,413
53,255
53,299
54,447
54,202
56,93
57,438
58,116
59,59
59,199
59,458
60,397
61,419
61,116
61,61
61,444
61,375
62,62
62,64
63,464
64,101
64,157
65,402
65,346
66,438
67,307
67,337
68,438
68,306
68,192
68,72
69,366
69,332
70,400
71,466
71,71
72,192
72,437
72,111
72,246
72,453
73,444
74,187
74,494
75,473
75,213
75,246
76,445
76,76
77,394
78,174
78,81
78,86
79,113
79,87
79,316
79,342
80,166
80,390
80,146
82,139
82,94
83,291
83,303
83,459
83,107
84,151
84,289
84,211
86,197
86,159
86,262
86,286
86,184
86,103
86,230
86,195
87,404
88,397
89,301
90,224
90,254
90,497
91,430
91,103
92,278
94,411
94,301
95,358
95,103
96,448
97,97
98,338
98,206
98,168
98,294
99,291
99,173
100,293
101,446
104,130
105,448
105,325
106,185
107,487
107,327
107,455
107,433
107,337
107,480
108,285
108,238
108,356
109,330
109,315
109,410
109,499
110,265
110,248
111,248
112,222
112,486
112,119
114,175
115,177
115,459
116,228
116,366
117,160
117,431
118,409
118,412
118,188
120,275
120,263
121,277
123,149
123,285
124,448
125,318
126,398
126,486
127,419
127,249
127,332
127,141
128,264
129,351
130,452
130,130
130,291
130,167
131,155
132,139
132,406
133,388
133,276
133,279
134,230
135,401
135,476
136,215
136,141
137,182
137,391
137,189
137,429
137,207
138,153
138,393
138,465
139,301
139,477
140,363
140,432
141,216
143,292
143,309
144,391
144,386
145,413
145,164
146,274
146,165
146,442
147,267
148,352
148,201
150,258
151,216
152,426
153,390
154,281
155,276
155,156
157,179
157,346
158,265
158,356
159,498
161,429
162,162
162,293
163,423
164,408
164,386
164,255
164,413
164,189
164,164
165,392
166,284
166,484
166,223
167,291
168,362
168,357
169,385
170,403
170,178
171,385
172,305
172,288
172,449
172,338
173,291
173,370
174,262
174,498
174,311
175,297
175,343
175,284
175,389
175,208
175,217
175,251
175,356
175,248
176,417
176,420
177,245
177,186
177,246
177,257
177,437
177,354
180,289
180,290
181,430
181,234
182,391
182,407
183,295
183,420
183,277
184,359
184,241
184,358
185,464
185,372
187,424
187,210
187,352
188,412
188,214
188,450
188,237
190,287
191,415
191,439
191,317
193,310
194,295
195,400
196,310
196,287
196,419
196,332
196,366
198,399
199,287
200,336
200,229
200,373
201,271
202,373
203,238
203,319
204,410
205,423
206,267
206,293
206,449
206,460
206,342
208,389
208,461
208,356
209,261
209,419
210,445
210,250
211,289
212,216
214,272
214,277
218,268
219,289
220,450
221,439
222,278
222,227
222,239
224,394
224,400
226,293
226,321
226,460
228,259
228,419
229,311
229,373
231,341
232,364
233,233
235,348
236,400
236,414
239,283
239,291
240,307
242,287
243,442
244,371
245,426
247,323
248,396
249,419
250,342
250,252
250,351
251,376
251,462
251,453
252,308
253,319
254,470
255,416
256,498
257,438
257,306
259,325
259,419
260,427
260,390
260,484
260,298
261,421
262,381
262,300
263,384
263,350
263,285
264,290
265,484
265,284
265,456
265,315
265,393
265,298
266,296
266,331
266,445
266,335
266,339
267,449
267,305
267,316
267,362
267,314
267,294
267,267
267,288
268,394
268,400
268,327
269,269
269,276
270,270
271,346
272,436
274,356
277,436
277,324
278,345
279,360
279,353
280,334
280,289
281,301
281,471
282,309
285,350
285,285
285,330
286,472
287,402
288,404
289,290
291,369
291,453
291,452
292,292
292,446
293,338
293,294
293,404
293,449
293,441
293,343
295,420
295,436
298,456
300,472
301,322
302,406
303,379
306,444
308,466
308,335
308,486
310,312
310,475
310,330
311,368
312,403
312,319
313,422
314,342
315,489
318,365
319,499
319,369
319,489
319,425
320,468
321,357
321,342
323,336
323,467
324,420
325,366
326,333
328,424
332,421
333,349
335,347
335,351
335,478
338,460
338,449
338,357
338,362
338,493
340,425
341,367
342,404
342,460
342,362
348,477
350,384
352,399
352,485
354,464
354,473
354,361
356,356
356,442
356,456
365,365
370,475
371,479
372,444
373,474
374,383
377,435
380,384
382,387
385,451
386,429
386,408
387,418
392,427
393,463
394,457
394,400
394,443
395,418
396,484
400,400
400,454
401,461
402,469
407,416
408,416
410,489
411,435
416,419
418,492
419,419
420,420
422,488
425,499
427,476
438,440
444,473
445,445
449,491
455,455
462,499
466,478
478,495
490,490
