0	155
0	94
1	266
2	263
2	16
2	403
2	285
2	18
3	345
3	222
3	118
3	20
4	267
4	449
4	444
4	245
4	111
4	29
4	317
5	369
5	453
6	239
6	319
7	25
8	291
9	442
9	153
10	210
10	296
10	71
10	491
11	36
11	372
12	155
12	387
12	428
13	222
13	18
13	416
14	294
14	87
14	404
14	342
15	355
15	18
16	85
16	482
17	25
17	397
17	102
17	367
18	476
18	258
18	222
18	119
18	355
18	432
18	410
19	386
19	30
19	53
20	140
20	119
21	266
21	335
21	419
22	298
23	191
23	45
24	492
24	34
25	400
26	132
26	84
27	316
27	172
27	301
27	460
27	342
27	252
28	389
28	175
29	106
29	57
29	68
30	145
30	429
30	412
31	127
32	408
32	53
32	319
33	259
33	375
33	419
34	360
34	290
35	209
35	127
36	275
36	108
36	39
36	36
37	399
37	446
38	390
40	405
40	233
41	291
42	422
42	445
43	214
43	188
44	208
46	428
46	156
46	374
47	47
47	250
48	203
48	64
49	272
49	420
49	291
50	59
51	410
52	312
53	164
53	429
53	145
53	413
53	255
53	299
53	477
53	222
54	397
54	318
55	281
56	447
58	259
59	199
59	458
59	248
60	125
61	421
61	261
61	69
61	61
61	159
62	101
62	64
63	72
64	157
65	292
65	198
66	257
67	400
68	152
68	245
68	278
70	177
71	351
72	426
72	186
72	246
72	257
72	437
72	115
72	354
73	257
73	213
74	187
74	445
75	426
76	494
76	351
76	205
76	335
77	400
78	373
78	229
79	338
79	206
79	490
79	86
80	416
80	276
80	295
81	286
81	467
82	136
82	89
83	400
84	141
84	301
86	289
86	498
86	230
86	368
86	381
86	472
86	262
86	161
86	373
87	338
88	365
90	268
90	303
90	459
91	181
92	486
93	397
93	423
93	335
94	151
94	435
95	498
96	419
97	473
98	206
98	314
98	460
98	363
99	291
99	130
99	188
100	321
101	446
102	186
103	430
103	359
103	251
104	330
105	419
105	325
107	307
107	443
107	195
107	470
107	455
107	268
107	324
107	462
108	285
108	238
109	315
109	410
109	499
109	209
110	175
111	444
111	127
112	486
113	338
114	165
115	394
115	459
116	116
116	325
116	411
116	278
117	365
117	411
118	451
118	214
118	455
120	275
120	263
121	176
122	494
122	495
123	149
123	285
124	419
124	325
124	332
126	140
127	375
127	325
128	215
129	144
129	347
130	312
130	489
130	261
130	291
130	184
131	155
132	141
133	388
133	276
133	279
134	197
135	287
135	260
136	264
136	490
136	175
137	182
137	391
137	189
137	429
137	207
137	145
138	301
138	465
138	394
139	270
139	302
139	289
139	212
139	251
140	278
142	296
143	201
143	292
144	391
