0	429
0	425
1	87
2	373
2	64
2	432
3	257
3	296
3	220
4	342
4	435
4	31
4	468
4	439
4	48
4	478
4	86
5	318
5	229
5	346
6	246
7	320
8	109
9	424
10	316
10	83
10	37
10	485
11	352
11	393
12	303
12	141
13	413
13	356
13	124
14	301
14	154
15	30
15	293
16	439
16	292
17	421
17	144
17	290
18	486
18	166
18	262
18	418
18	25
18	161
18	79
18	30
18	256
19	235
19	206
19	107
20	388
20	440
21	137
21	81
21	107
22	233
22	425
23	365
23	322
23	218
24	407
24	117
24	369
24	329
25	101
25	186
25	336
26	414
26	104
26	262
27	369
27	439
27	365
27	296
27	259
28	29
28	466
29	64
30	129
30	487
30	431
30	281
30	49
31	145
31	264
32	275
32	233
32	446
33	376
33	274
34	193
34	223
34	210
34	130
35	490
35	72
36	350
36	45
36	70
36	403
36	242
36	383
36	291
37	452
38	482
38	485
38	419
39	191
39	411
39	434
40	389
41	457
42	143
42	476
42	237
43	68
43	419
44	279
44	176
45	285
45	449
46	164
46	68
47	310
47	128
47	248
48	388
48	441
49	367
49	387
50	246
50	256
51	289
52	135
52	274
52	116
53	189
53	475
53	497
53	64
53	199
53	313
53	397
53	450
53	97
53	241
54	214
54	444
55	288
56	489
57	309
57	159
57	61
58	480
59	341
59	488
59	499
59	67
60	145
60	86
61	293
61	298
61	252
61	172
61	280
62	310
62	116
62	394
63	343
63	250
64	203
64	342
65	164
65	393
66	217
68	89
68	82
68	103
69	131
69	342
69	103
70	252
71	135
71	161
71	393
72	177
72	401
72	205
72	219
72	280
72	170
73	120
73	215
74	447
74	355
74	400
75	155
76	353
76	278
76	105
77	499
78	487
79	474
79	433
79	439
80	255
80	492
80	216
82	183
82	345
83	283
83	99
84	351
84	293
85	248
86	130
86	278
86	97
86	101
86	375
86	285
86	115
86	379
87	263
88	456
88	180
88	267
88	356
89	412
89	338
89	419
90	117
90	202
91	201
92	125
92	419
93	164
93	356
94	470
94	475
94	210
94	319
94	118
95	238
95	428
96	364
98	479
98	289
98	320
98	114
99	207
100	438
100	177
100	295
101	283
102	365
102	175
103	398
105	321
106	116
107	195
107	190
107	463
107	293
107	432
107	234
108	416
108	330
108	338
108	332
109	378
109	284
109	363
109	305
110	187
110	331
110	265
111	139
112	440
113	164
113	400
116	271
117	175
118	485
118	222
118	195
119	248
119	205
120	472
120	153
121	338
122	291
123	448
124	350
124	317
124	277
125	252
125	166
126	426
126	183
127	372
127	447
127	356
127	140
127	436
128	385
129	251
130	289
130	445
130	366
130	277
132	208
133	405
133	233
134	491
135	179
135	293
135	449
136	430
136	289
136	166
137	373
137	285
137	366
137	442
138	367
139	165
139	267
140	245
141	491
141	346
142	243
144	389
144	290
144	348
146	449
147	403
148	196
148	247
148	187
149	403
149	301
150	445
151	440
151	423
152	168
153	318
154	458
154	326
154	187
154	272
155	445
155	495
156	175
156	177
156	265
157	371
157	338
157	184
158	180
158	491
160	200
161	216
162	167
163	251
163	291
164	386
164	404
164	475
164	425
164	232
164	412
164	322
165	371
165	204
165	368
167	372
168	340
168	382
168	208
169	416
170	418
171	411
172	219
172	248
172	474
172	356
173	492
174	494
174	469
174	326
174	465
175	267
175	453
175	203
175	428
175	214
175	308
176	446
177	298
177	206
177	454
178	222
178	271
180	400
181	480
181	325
182	278
182	387
182	423
182	346
183	372
184	473
184	391
184	265
185	499
185	342
187	335
187	283
187	407
187	400
188	263
188	487
188	382
189	377
190	323
191	318
192	225
194	406
194	459
195	374
196	293
197	297
197	222
198	483
198	435
198	267
201	288
202	270
203	395
203	400
204	225
205	275
205	356
206	291
206	333
206	390
207	408
208	324
209	267
210	253
211	472
211	343
212	313
212	294
213	252
213	419
219	342
221	337
222	244
222	276
222	372
222	240
222	339
222	228
224	334
226	287
227	338
228	293
229	471
229	478
230	301
230	483
231	295
231	461
231	266
234	414
236	384
238	311
239	386
239	300
242	289
244	332
245	324
246	302
246	454
247	479
247	310
247	305
248	380
249	279
250	281
250	410
250	350
251	412
251	486
254	384
255	411
257	346
257	298
258	324
259	411
260	335
260	268
260	360
261	310
261	319
261	311
263	362
263	444
264	374
265	305
265	336
265	345
266	417
267	310
267	370
267	297
267	361
267	443
268	429
268	340
268	287
269	421
269	280
269	311
270	460
271	394
273	391
273	449
276	421
276	312
278	291
278	467
279	354
280	427
282	357
285	431
285	316
285	299
285	477
285	404
285	454
286	337
287	353
287	316
287	375
287	321
289	486
289	338
289	421
289	396
290	367
291	315
291	307
291	300
291	399
292	440
293	342
293	481
293	349
294	456
295	462
301	380
301	493
302	460
304	438
306	329
307	347
308	461
309	418
309	324
309	419
310	472
314	382
317	319
317	347
318	427
319	453
319	436
319	402
319	408
319	360
319	419
323	416
327	391
328	481
329	356
330	338
331	366
332	398
333	490
334	365
335	491
335	481
338	339
338	482
338	498
342	400
342	373
343	407
343	406
343	436
344	374
349	384
351	380
352	419
353	407
354	452
354	420
354	373
355	356
355	400
356	427
356	421
356	399
357	466
358	426
358	409
359	475
360	463
360	462
361	366
363	445
363	476
367	404
370	448
370	488
372	400
373	450
378	486
381	410
384	499
390	455
392	402
394	483
398	415
400	499
400	465
405	445
408	477
409	499
410	435
417	484
419	421
419	499
421	444
422	496
422	490
428	486
437	460
444	459
447	464
451	469
465	495
476	488

